OP,NCC,GCC,SLCC
1.0,8.8261254E-4,1.0,0.0
0.9991174,0.0017652251,0.9991174,0.0
0.99823475,0.0026478376,0.99823475,0.0
0.9973522,0.0035304502,0.9973522,0.0
0.99646956,0.0044130627,0.99646956,0.0
0.99558693,0.006178288,0.9947043,8.8261254E-4
0.9947043,0.0070609003,0.99382174,8.8261254E-4
0.99382174,0.008826125,0.9920565,8.8261254E-4
0.9929391,0.009708738,0.99117386,8.8261254E-4
0.9920565,0.0105913505,0.99029124,8.8261254E-4
0.99117386,0.011473963,0.9894087,8.8261254E-4
0.99029124,0.011473963,0.9894087,8.8261254E-4
0.9894087,0.012356576,0.98852605,8.8261254E-4
0.98852605,0.013239188,0.9876434,8.8261254E-4
0.9876434,0.014121801,0.9867608,8.8261254E-4
0.9867608,0.015004413,0.9858782,8.8261254E-4
0.9858782,0.015887026,0.9849956,8.8261254E-4
0.9849956,0.016769638,0.984113,8.8261254E-4
0.984113,0.01765225,0.98323035,8.8261254E-4
0.98323035,0.018534863,0.9823477,8.8261254E-4
0.9823477,0.019417476,0.98146516,8.8261254E-4
0.98146516,0.020300088,0.98058254,8.8261254E-4
0.98058254,0.021182701,0.9796999,8.8261254E-4
0.9796999,0.022065314,0.9788173,8.8261254E-4
0.9788173,0.022947926,0.97793466,8.8261254E-4
0.97793466,0.023830539,0.9770521,8.8261254E-4
0.9770521,0.024713151,0.97616947,8.8261254E-4
0.97616947,0.028243601,0.972639,8.8261254E-4
0.97528684,0.030008826,0.9708738,8.8261254E-4
0.9744042,0.030891439,0.96999115,8.8261254E-4
0.97352165,0.03177405,0.9691086,8.8261254E-4
0.972639,0.032656662,0.96822596,8.8261254E-4
0.9717564,0.033539277,0.96734333,8.8261254E-4
0.9708738,0.034421887,0.9664607,8.8261254E-4
0.96999115,0.0353045,0.96557814,8.8261254E-4
0.9691086,0.036187112,0.9646955,8.8261254E-4
0.96822596,0.037069727,0.9638129,8.8261254E-4
0.96734333,0.037952337,0.96293026,8.8261254E-4
0.9664607,0.03883495,0.96204764,8.8261254E-4
0.96557814,0.039717562,0.9611651,8.8261254E-4
0.9646955,0.040600177,0.96028244,8.8261254E-4
0.9638129,0.041482788,0.9593998,8.8261254E-4
0.96293026,0.044130627,0.956752,8.8261254E-4
0.96204764,0.045013238,0.9558694,8.8261254E-4
0.9611651,0.045895852,0.95498675,8.8261254E-4
0.96028244,0.046778463,0.9541041,8.8261254E-4
0.9593998,0.047661077,0.95322156,8.8261254E-4
0.9585172,0.048543688,0.95233893,8.8261254E-4
0.9576346,0.049426302,0.9514563,8.8261254E-4
0.956752,0.050308913,0.9505737,8.8261254E-4
0.9558694,0.051191527,0.94969106,8.8261254E-4
0.95498675,0.052074138,0.9488085,8.8261254E-4
0.9541041,0.052956752,0.94792587,8.8261254E-4
0.95322156,0.053839363,0.94704324,8.8261254E-4
0.95233893,0.054721978,0.9461606,8.8261254E-4
0.9514563,0.054721978,0.9461606,8.8261254E-4
0.9505737,0.05560459,0.94527805,8.8261254E-4
0.94969106,0.056487203,0.9443954,8.8261254E-4
0.9488085,0.058252428,0.9426302,8.8261254E-4
0.94792587,0.05913504,0.94174755,8.8261254E-4
0.94704324,0.060017653,0.940865,8.8261254E-4
0.9461606,0.060900263,0.93998235,8.8261254E-4
0.94527805,0.061782878,0.9390997,8.8261254E-4
0.9443954,0.06266549,0.9382171,8.8261254E-4
0.9435128,0.0635481,0.93733454,8.8261254E-4
0.9426302,0.06443071,0.9364519,8.8261254E-4
0.94174755,0.065313324,0.9355693,8.8261254E-4
0.940865,0.06619594,0.93468666,8.8261254E-4
0.93998235,0.06707855,0.93380404,8.8261254E-4
0.9390997,0.067961164,0.93292147,8.8261254E-4
0.9382171,0.068843774,0.93203884,8.8261254E-4
0.93733454,0.06972639,0.9311562,8.8261254E-4
0.9364519,0.070609,0.9302736,8.8261254E-4
0.9355693,0.071491614,0.929391,8.8261254E-4
0.93468666,0.072374225,0.9285084,8.8261254E-4
0.93380404,0.07325684,0.9276258,8.8261254E-4
0.93292147,0.07413945,0.92674315,8.8261254E-4
0.93203884,0.075022064,0.9258605,8.8261254E-4
0.9311562,0.075904675,0.92497796,8.8261254E-4
0.9302736,0.07678729,0.92409533,8.8261254E-4
0.929391,0.0776699,0.9232127,8.8261254E-4
0.9285084,0.078552514,0.9223301,8.8261254E-4
0.9276258,0.079435125,0.92144746,8.8261254E-4
0.92674315,0.08031774,0.9205649,8.8261254E-4
0.9258605,0.081200354,0.91968226,8.8261254E-4
0.92497796,0.082082964,0.91879964,8.8261254E-4
0.92409533,0.082965575,0.917917,8.8261254E-4
0.9232127,0.08384819,0.91703445,8.8261254E-4
0.9223301,0.084730804,0.9161518,8.8261254E-4
0.92144746,0.085613415,0.9152692,8.8261254E-4
0.9205649,0.086496025,0.9143866,8.8261254E-4
0.91968226,0.08737864,0.91350394,8.8261254E-4
0.91879964,0.088261254,0.9126214,8.8261254E-4
0.917917,0.089143865,0.91173875,8.8261254E-4
0.91703445,0.09090909,0.9099735,8.8261254E-4
0.9161518,0.091791704,0.90909094,8.8261254E-4
0.9152692,0.092674315,0.9082083,8.8261254E-4
0.9143866,0.093556926,0.9073257,8.8261254E-4
0.91350394,0.094439544,0.90644306,8.8261254E-4
0.9126214,0.095322154,0.90556043,8.8261254E-4
0.91173875,0.096204765,0.90467787,8.8261254E-4
0.9108561,0.097087376,0.90379524,8.8261254E-4
0.9099735,0.097969994,0.9029126,8.8261254E-4
0.90909094,0.099735215,0.9011474,8.8261254E-4
0.9082083,0.100617826,0.9002648,8.8261254E-4
0.9073257,0.101500444,0.8993822,8.8261254E-4
0.90644306,0.102383055,0.89849955,8.8261254E-4
0.90556043,0.103265665,0.8976169,8.8261254E-4
0.90467787,0.104148276,0.89673436,8.8261254E-4
0.90379524,0.105030894,0.89585173,8.8261254E-4
0.9029126,0.105913505,0.8949691,8.8261254E-4
0.90203,0.106796116,0.8940865,8.8261254E-4
0.9011474,0.10767873,0.89320385,8.8261254E-4
0.9002648,0.108561344,0.8923213,8.8261254E-4
0.8993822,0.109443955,0.89143866,8.8261254E-4
0.89849955,0.110326566,0.89055604,8.8261254E-4
0.8976169,0.11120918,0.8896734,8.8261254E-4
0.89673436,0.112091795,0.88879085,8.8261254E-4
0.89585173,0.112974405,0.8879082,8.8261254E-4
0.8949691,0.113857016,0.8870256,8.8261254E-4
0.8940865,0.11473963,0.88614297,8.8261254E-4
0.89320385,0.115622245,0.88526034,8.8261254E-4
0.8923213,0.116504855,0.8843778,8.8261254E-4
0.89143866,0.117387466,0.88349515,8.8261254E-4
0.89055604,0.11827008,0.8826125,8.8261254E-4
0.8896734,0.119152695,0.8817299,8.8261254E-4
0.88879085,0.120035306,0.88084733,8.8261254E-4
0.8879082,0.12091792,0.8799647,8.8261254E-4
0.8870256,0.12180053,0.8790821,8.8261254E-4
0.88614297,0.122683145,0.87819946,8.8261254E-4
0.88526034,0.123565756,0.87731683,8.8261254E-4
0.8843778,0.12444837,0.87643427,8.8261254E-4
0.88349515,0.12533098,0.87555164,8.8261254E-4
0.8826125,0.1262136,0.874669,8.8261254E-4
0.8817299,0.1270962,0.8737864,8.8261254E-4
0.88084733,0.12797882,0.8729038,8.8261254E-4
0.8799647,0.12886143,0.8720212,8.8261254E-4
0.8790821,0.13150927,0.8693733,8.8261254E-4
0.87819946,0.13239188,0.86849076,8.8261254E-4
0.87731683,0.1332745,0.86760813,8.8261254E-4
0.87643427,0.1341571,0.8667255,8.8261254E-4
0.87555164,0.13503972,0.8658429,8.8261254E-4
0.874669,0.13592233,0.86496025,8.8261254E-4
0.8737864,0.13680494,0.8640777,8.8261254E-4
0.8729038,0.13768755,0.86319506,8.8261254E-4
0.8720212,0.1403354,0.86054724,8.8261254E-4
0.8711386,0.141218,0.8596646,8.8261254E-4
0.87025595,0.14210062,0.858782,8.8261254E-4
0.8693733,0.14298323,0.85789937,8.8261254E-4
0.86849076,0.14386584,0.85701674,8.8261254E-4
0.86760813,0.14474845,0.8561342,8.8261254E-4
0.8667255,0.14563107,0.85525155,8.8261254E-4
0.8658429,0.14651369,0.8543689,8.8261254E-4
0.86496025,0.1473963,0.8534863,8.8261254E-4
0.8640777,0.1482789,0.85260373,8.8261254E-4
0.86319506,0.14916152,0.8517211,8.8261254E-4
0.86231244,0.15004413,0.8508385,8.8261254E-4
0.8614298,0.15092674,0.84995586,8.8261254E-4
0.86054724,0.15180935,0.84907323,8.8261254E-4
0.8596646,0.15269198,0.84819067,8.8261254E-4
0.858782,0.15357459,0.84730804,8.8261254E-4
0.85789937,0.1544572,0.8464254,8.8261254E-4
0.85701674,0.1553398,0.8455428,8.8261254E-4
0.8561342,0.15622242,0.8446602,8.8261254E-4
0.85525155,0.15710503,0.8437776,8.8261254E-4
0.8543689,0.15798764,0.842895,8.8261254E-4
0.8534863,0.15887025,0.84201235,8.8261254E-4
0.85260373,0.15975288,0.8411297,8.8261254E-4
0.8517211,0.1615181,0.8393645,8.8261254E-4
0.8508385,0.16240071,0.8384819,8.8261254E-4
0.84995586,0.16328332,0.8375993,8.8261254E-4
0.84907323,0.16416593,0.83671665,8.8261254E-4
0.84819067,0.16593115,0.83495146,8.8261254E-4
0.84730804,0.16681378,0.83406883,8.8261254E-4
0.8464254,0.16769639,0.8331862,8.8261254E-4
0.8455428,0.168579,0.83230364,8.8261254E-4
0.8446602,0.17122683,0.82965577,8.8261254E-4
0.8437776,0.17122683,0.82965577,8.8261254E-4
0.842895,0.17299205,0.8278906,8.8261254E-4
0.84201235,0.17387468,0.82700795,8.8261254E-4
0.8411297,0.17475729,0.8261253,8.8261254E-4
0.84024715,0.17652251,0.82436013,8.8261254E-4
0.8393645,0.17740512,0.8234775,8.8261254E-4
0.8384819,0.17828773,0.8225949,8.8261254E-4
0.8375993,0.17917034,0.82171226,8.8261254E-4
0.83671665,0.18005295,0.82082963,8.8261254E-4
0.8358341,0.18005295,0.82082963,8.8261254E-4
0.83495146,0.18093558,0.81994706,8.8261254E-4
0.83406883,0.18181819,0.81906444,8.8261254E-4
0.8331862,0.18358341,0.8172992,8.8261254E-4
0.83230364,0.18446602,0.8164166,8.8261254E-4
0.831421,0.18534863,0.815534,8.8261254E-4
0.8305384,0.18623124,0.81465137,8.8261254E-4
0.82965577,0.18711385,0.81376874,8.8261254E-4
0.82877314,0.18799648,0.8128861,8.8261254E-4
0.8278906,0.18887909,0.81200355,8.8261254E-4
0.82700795,0.1897617,0.8111209,8.8261254E-4
0.8261253,0.19064431,0.8102383,8.8261254E-4
0.8252427,0.19152692,0.8093557,8.8261254E-4
0.82436013,0.19240953,0.80847305,8.8261254E-4
0.8234775,0.19329214,0.8075905,8.8261254E-4
0.8225949,0.19417475,0.80670786,8.8261254E-4
0.82171226,0.19505738,0.80582523,8.8261254E-4
0.82082963,0.19593999,0.8049426,8.8261254E-4
0.81994706,0.1968226,0.80406004,8.8261254E-4
0.81906444,0.19770521,0.8031774,8.8261254E-4
0.8181818,0.19858782,0.8022948,8.8261254E-4
0.8172992,0.19947043,0.80141217,8.8261254E-4
0.8164166,0.20035304,0.80052954,8.8261254E-4
0.815534,0.20123565,0.799647,8.8261254E-4
0.81465137,0.20211826,0.79876435,8.8261254E-4
0.81376874,0.20300089,0.7978817,8.8261254E-4
0.8128861,0.2038835,0.7969991,8.8261254E-4
0.81200355,0.20476611,0.79611653,8.8261254E-4
0.8111209,0.20653133,0.7943513,8.8261254E-4
0.8102383,0.20741394,0.79346865,8.8261254E-4
0.8093557,0.20829655,0.792586,8.8261254E-4
0.80847305,0.20917916,0.79170346,8.8261254E-4
0.8075905,0.2109444,0.7899382,8.8261254E-4
0.80670786,0.21182701,0.7890556,8.8261254E-4
0.80582523,0.21270962,0.788173,8.8261254E-4
0.8049426,0.21359223,0.7872904,8.8261254E-4
0.80406004,0.21447484,0.78640777,8.8261254E-4
0.8031774,0.21624006,0.7846425,8.8261254E-4
0.8022948,0.21712269,0.78375995,8.8261254E-4
0.80141217,0.2180053,0.7828773,8.8261254E-4
0.80052954,0.21888791,0.7819947,8.8261254E-4
0.799647,0.21977052,0.7811121,8.8261254E-4
0.79876435,0.22065313,0.7802295,8.8261254E-4
0.7978817,0.22153574,0.7793469,8.8261254E-4
0.7969991,0.22330096,0.77758163,8.8261254E-4
0.79611653,0.22418359,0.776699,8.8261254E-4
0.7952339,0.2250662,0.77581644,8.8261254E-4
0.7943513,0.22594881,0.7749338,8.8261254E-4
0.79346865,0.22594881,0.7749338,8.8261254E-4
0.792586,0.22683142,0.7740512,8.8261254E-4
0.79170346,0.22771403,0.77316856,8.8261254E-4
0.79082084,0.22859664,0.77228594,8.8261254E-4
0.7899382,0.22947925,0.7714034,8.8261254E-4
0.7890556,0.23036186,0.77052075,8.8261254E-4
0.788173,0.2321271,0.7687555,8.8261254E-4
0.7872904,0.23300971,0.7678729,8.8261254E-4
0.78640777,0.23389232,0.7669903,8.8261254E-4
0.78552514,0.23477493,0.7661077,8.8261254E-4
0.7846425,0.23565754,0.76522505,8.8261254E-4
0.78375995,0.23742276,0.76345986,8.8261254E-4
0.7828773,0.23830539,0.76257724,8.8261254E-4
0.7819947,0.239188,0.7616946,8.8261254E-4
0.7811121,0.24007061,0.760812,8.8261254E-4
0.7802295,0.24183583,0.7590468,8.8261254E-4
0.7793469,0.24360105,0.75728154,8.8261254E-4
0.77846426,0.24448366,0.7563989,8.8261254E-4
0.77758163,0.24536629,0.75551635,8.8261254E-4
0.776699,0.2462489,0.7546337,8.8261254E-4
0.77581644,0.24713151,0.7537511,8.8261254E-4
0.7749338,0.24801412,0.7528685,8.8261254E-4
0.7740512,0.24889673,0.7519859,8.8261254E-4
0.77316856,0.24977934,0.7511033,8.8261254E-4
0.77228594,0.25066197,0.75022066,8.8261254E-4
